p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
5.4084850409896925e-127,0.37325469025243696,0.605,0.654,1.8138977130471232e-122,9,SRRM1
1.2039783711639427e-126,0.2664609214671123,0.782,0.866,4.037902661209631e-122,9,HMGB1
3.2232120407339306e-125,0.36041120624696954,0.647,0.696,1.0810008542213456e-120,9,LDHA
2.2781899561414995e-124,0.2808264938765652,0.803,0.881,7.64059347490736e-120,9,HSP90AB1
2.4302552124190177e-124,0.452196808535665,0.272,0.194,8.150589931410902e-120,9,MIA3
6.990793198655794e-122,0.3211524224049225,0.495,0.413,2.3445722229651803e-117,9,PRF1
2.4883504735547917e-121,0.4521217594749496,0.396,0.345,8.345429818208061e-117,9,SORL1
1.238869254716871e-119,0.451575113450971,0.37,0.315,4.154919706469442e-115,9,OSBPL8
1.714829343943813e-119,0.4556999740491383,0.263,0.186,5.75119465371876e-115,9,ATP2B1
5.832232219755813e-119,0.4176906164316049,0.374,0.318,1.9560140418617045e-114,9,LBR
3.018432682206178e-118,0.3929043017075593,0.565,0.594,1.012321952958308e-113,9,CYTIP
1.3927188636459221e-117,0.429127305303743,0.272,0.197,4.6709005248956935e-113,9,TACC1
1.9331402964794982e-117,0.5188297983449941,0.417,0.365,6.483365926332942e-113,9,GATA3
5.804581234360747e-117,0.3220483351373957,0.685,0.759,1.9467404543799073e-112,9,GSTK1
2.109575593619117e-116,0.40189471172594204,0.374,0.31,7.075094625879795e-112,9,ACTN4
6.802682581361429e-116,0.4583472118835352,0.309,0.239,2.281483684136996e-111,9,TUT4
4.2289404286354814e-113,0.4248688547847872,0.312,0.243,1.4183020409557677e-108,9,ACIN1
7.392472604608895e-113,0.4162898936236417,0.294,0.222,2.4792874621337312e-108,9,KANSL1
1.7706573945853674e-112,0.37985433796390566,0.484,0.468,5.938430769960405e-108,9,SH3KBP1
4.308104728668823e-112,0.41878941069771425,0.328,0.264,1.44485216390095e-107,9,TTC17
1.7138558971857163e-110,0.40801556622561996,0.457,0.438,5.747929907981455e-106,9,FNBP4
7.217920540137546e-110,0.4149228728109829,0.283,0.212,2.4207461907513303e-105,9,JMJD6
1.1007099740949294e-109,0.40706472008150496,0.424,0.39,3.6915611111195745e-105,9,MED15
9.511776745878729e-107,0.4095739678828987,0.457,0.438,3.190059685032808e-102,9,HERPUD2
1.380361938094284e-106,0.4150423576305221,0.394,0.351,4.62945786798061e-102,9,PRPF8
1.4675392960477316e-106,0.40098852952914726,0.256,0.184,4.921833291084882e-102,9,RC3H1
2.7186521874644506e-105,0.4432664068064375,0.265,0.197,9.117815706318274e-101,9,EIF4A3
7.03093635011496e-105,0.31916545893558745,0.635,0.714,2.3580354331015553e-100,9,SEPT7
3.0121062963418036e-104,0.4021870867719434,0.276,0.204,1.0102002096671141e-99,9,ERN1
5.1373938948689524e-104,0.39856433152090726,0.264,0.194,1.7229791644611492e-99,9,MDM4
7.287180591652762e-104,0.42320565118479414,0.424,0.396,2.443974626828503e-99,9,PPP1R12A
7.682098405306784e-104,0.38177943171415407,0.476,0.474,2.5764221631717894e-99,9,RAD21
1.2227699606022962e-103,0.4173304796678614,0.354,0.3,4.100925893867981e-99,9,SNRNP200
3.124694038452776e-103,0.42260497654728213,0.382,0.337,1.047959886616292e-98,9,SRPRA
4.84424697585152e-103,0.3359760463747825,0.522,0.521,1.6246635507610827e-98,9,CAPN2
8.810162266965232e-103,0.40649037652429176,0.519,0.53,2.9547522210947994e-98,9,ANKRD12
1.136071435765726e-102,0.2751676707789332,0.66,0.744,3.8101563812710917e-98,9,ARF1
1.7855817620371714e-101,0.4024171599681077,0.323,0.262,5.988484113520265e-97,9,CD46
8.217562738957454e-101,0.36327646849754025,0.579,0.588,2.756006191391551e-96,9,TUBA4A
9.808270121639575e-101,0.41979596851134177,0.264,0.196,3.2894976333954807e-96,9,SREK1
2.4156933724745207e-100,0.40884189044997177,0.303,0.242,8.101752432605048e-96,9,DNAJB14
6.846434373163275e-100,0.38572936116852785,0.307,0.242,2.296157160071499e-95,9,EPS15
3.3256804633256075e-99,0.38518527107735623,0.484,0.491,1.1153667137901422e-94,9,NCOR1
9.123076797201164e-99,0.4102679115440204,0.461,0.459,3.0596974962453265e-94,9,KIF2A
1.2136821470240013e-98,0.40645635034331185,0.355,0.302,4.070447184689096e-94,9,CCDC88C
3.9249381615609456e-98,0.4283141754795621,0.382,0.34,1.31634576062431e-93,9,MYLIP
5.459264485679604e-98,0.40413059936430784,0.442,0.43,1.8309281232072255e-93,9,SRSF10
6.78997337547e-98,0.3766369136062062,0.516,0.534,2.2772212706651284e-93,9,TCF25
8.714303251254036e-98,0.3956324983319433,0.258,0.192,2.9226030244055786e-93,9,COPA
1.4867571613624265e-97,0.40653434215500805,0.306,0.246,4.986286167777306e-93,9,BAZ2A
1.9808946359632635e-97,0.38607863310638035,0.493,0.459,6.643524430093593e-93,9,DDIT4
2.060516455129115e-97,0.30979853449017924,0.606,0.667,6.910560087212026e-93,9,HNRNPA3
3.651146717210547e-97,0.38908682322632493,0.441,0.43,1.2245215860180733e-92,9,PAK2
2.265582435288105e-96,0.35569086612751555,0.576,0.619,7.598310371469246e-92,9,YWHAQ
2.9304377355031444e-95,0.40478496741929243,0.262,0.197,9.828102077330446e-91,9,RICTOR
5.124687759971298e-94,0.4104408210445958,0.345,0.298,1.718717780939174e-89,9,LUC7L2
7.264325419315223e-94,0.41327754472957123,0.413,0.39,2.4363094591299395e-89,9,YME1L1
1.8190679330995634e-92,0.41932956369706575,0.336,0.284,6.100790034029316e-88,9,PCSK7
6.454305755722666e-92,0.39646394364964066,0.356,0.314,2.164645064354268e-87,9,OS9
8.480159237515355e-92,0.410080993618671,0.392,0.358,2.8440758050779e-87,9,ROCK1
9.793741739399599e-92,0.32059861361467945,0.625,0.69,3.2846251045598373e-87,9,STK17A
2.84476109825782e-91,0.42522879151958637,0.331,0.283,9.540759771337077e-87,9,ERAP2
3.659302047595771e-91,0.38190627556959733,0.391,0.351,1.2272567207226696e-86,9,IL2RB
2.550820298076521e-90,0.4073977493505938,0.271,0.208,8.554941115689037e-86,9,PRKDC
5.163698572179786e-90,0.3667697332321068,0.367,0.318,1.7318012271376566e-85,9,STOM
9.62533370864498e-90,0.37543342298899524,0.256,0.192,3.228144419205353e-85,9,MAP4
4.4492856489287684e-89,0.4019677989201573,0.298,0.242,1.4922014209377304e-84,9,GPATCH8
6.913194560040058e-89,0.4571753319803204,0.284,0.227,2.318547191546235e-84,9,IVNS1ABP
2.1660730579703656e-88,0.36199385129273465,0.349,0.289,7.2645758218210125e-84,9,PYHIN1
9.645487556836035e-87,0.39666497986321103,0.3,0.246,3.234903616811669e-82,9,CNOT6L
2.2049662696177687e-86,0.3762163264466498,0.257,0.196,7.395015875044072e-82,9,TOR1AIP1
1.8657408812814217e-84,0.43030047035141583,0.344,0.302,6.2573217676416324e-80,9,OGT
1.974737596510774e-84,0.35110264688172865,0.537,0.572,6.622874951177834e-80,9,LRRFIP1
1.998711072618059e-84,0.41651450726619405,0.272,0.215,6.703277195346446e-80,9,SLA2
2.3821303723288986e-83,0.3545800210910387,0.484,0.49,7.989188842716661e-79,9,PPP3CC
2.5452137980071095e-83,0.3920542197609924,0.319,0.246,8.536138035756244e-79,9,ADGRG1
4.4114833075281855e-83,0.32738034044758324,0.496,0.493,1.4795232716788028e-78,9,MYO1G
5.224878843680897e-82,0.283719454442966,0.625,0.698,1.7523198665936992e-77,9,HLA-F
8.388489434878951e-81,0.43270273418233196,0.342,0.299,2.8133315866697025e-76,9,AKAP9
1.3374817396123298e-80,0.35246534466762136,0.251,0.192,4.4856462583118316e-76,9,LEMD3
2.44983693596048e-80,0.3743756005742258,0.457,0.466,8.216263115824258e-76,9,ARHGAP4
3.572205098657826e-80,0.3845718709496009,0.334,0.291,1.1980461459878616e-75,9,AKIRIN2
2.336319061526664e-79,0.4048673139209542,0.359,0.327,7.835546868548126e-75,9,TNRC6B
5.498330805715507e-79,0.3950140170871882,0.296,0.246,1.8440301856208666e-74,9,TCIRG1
9.634827024159204e-79,0.36910258401303064,0.449,0.452,3.231328287362514e-74,9,UBXN4
5.906699795030238e-77,0.4077934286020233,0.316,0.273,1.980988977257241e-72,9,FAM177A1
2.109055815266869e-76,0.3657096278324675,0.265,0.211,7.073351393242025e-72,9,CHST11
2.882768420243909e-76,0.36686540829764225,0.32,0.275,9.66822872781402e-72,9,SSH2
3.112885692344322e-76,0.3938515994040269,0.383,0.364,1.0439996034984388e-71,9,RSRC2
5.543375463711808e-76,0.35870335903803596,0.467,0.483,1.8591372630196663e-71,9,TERF2IP
5.630109331930457e-76,0.41223143083407304,0.27,0.217,1.8882260677428367e-71,9,KMT2A
2.7497648312883277e-75,0.377175810582956,0.315,0.272,9.222161291174793e-71,9,UBE3A
5.000191612096034e-75,0.3685245634342248,0.256,0.201,1.676964262864768e-70,9,DHX9
5.699353013381445e-74,0.3811399552492791,0.471,0.489,1.9114490136278689e-69,9,EIF5
5.984048457004866e-74,0.32300166486922954,0.476,0.486,2.006930171510292e-69,9,N4BP2L2
1.6832168413368526e-73,0.3661709656423138,0.297,0.246,5.645172642475536e-69,9,ADAM8
1.7035631733537225e-73,0.38704443251098464,0.301,0.256,5.713410170793715e-69,9,TPP2
9.861153611742962e-73,0.3938824750064964,0.314,0.273,3.3072336983063543e-68,9,RASA2
1.5227492560189922e-72,0.36600143470528407,0.251,0.198,5.106996454836496e-68,9,VMP1
1.62510990501257e-72,0.36837416155673675,0.424,0.418,5.450293599431157e-68,9,WSB1
2.9170756866962267e-72,0.40310616548061484,0.317,0.272,9.783288438041805e-68,9,SH2D1A
4.538295425587922e-72,0.37471757720260984,0.269,0.218,1.5220535198336773e-67,9,RFC1
1.1138251731915794e-71,0.381895419219057,0.294,0.247,3.735546865849919e-67,9,NLRC5
1.7567447289576984e-70,0.4139847466102885,0.36,0.337,5.891770471978329e-66,9,HNRNPH1
1.8716269127892977e-70,0.3615044412601216,0.324,0.284,6.277062340112747e-66,9,UHMK1
2.819802384084226e-70,0.3687978956210759,0.307,0.266,9.457053235741677e-66,9,ZNF394
3.5555036716888735e-70,0.32863498631146926,0.338,0.286,1.1924448214110144e-65,9,TBX21
4.128446535988072e-70,0.38447031407232746,0.258,0.208,1.3845983992396795e-65,9,TLE4
4.796815766254945e-70,0.36694196173391536,0.364,0.334,1.6087560716865835e-65,9,STK38
1.0121908402202886e-69,0.3821474923937752,0.369,0.346,3.3946856399308038e-65,9,PHF3
2.6036731464058983e-69,0.3606507931255166,0.294,0.247,8.732198998416102e-65,9,DIP2A
3.5753715122301967e-69,0.3845946675912384,0.319,0.28,1.1991080977717634e-64,9,KCNA3
3.620806882362013e-68,0.39038635031342084,0.303,0.263,1.2143462122065719e-63,9,FAM133B
8.999110005600275e-68,0.34205136902139444,0.287,0.242,3.01812151367822e-63,9,PRKCQ
3.883122031142897e-67,0.38298851849416815,0.324,0.292,1.3023214668047048e-62,9,RNF10
2.511621050850948e-66,0.37229713214033366,0.421,0.423,8.423474680343909e-62,9,ARHGAP9
3.7012659982620233e-66,0.3922215834901207,0.316,0.278,1.2413305904971174e-61,9,CHD3
1.6630897802342846e-65,0.3535408524614729,0.277,0.232,5.5776705049497436e-61,9,MIER1
2.435931019876174e-65,0.33849299526059784,0.446,0.446,8.169625454460712e-61,9,ATM
2.6500484493826937e-65,0.37918120702605884,0.317,0.279,8.887732489539678e-61,9,KDM5A
4.475433948800369e-65,0.3303033161438954,0.408,0.396,1.5009710377486678e-60,9,THEMIS
3.243797790783244e-64,0.3552084208034546,0.284,0.24,1.0879049030728843e-59,9,PIK3R5
6.574686797622075e-64,0.380052776914162,0.277,0.234,2.205018458186492e-59,9,SAFB2
7.78127989432709e-64,0.36399110353953135,0.329,0.294,2.6096856509594193e-59,9,DOCK8
2.880781500662618e-63,0.39311205042223407,0.361,0.34,9.661564996922287e-59,9,MYCBP2
1.0411094439749176e-62,0.35229301315680905,0.407,0.408,3.491672853203079e-58,9,ILF3
3.8691184985214695e-62,0.3707203861017193,0.261,0.218,1.2976249620341306e-57,9,CCNK
5.360687811604613e-62,0.3690595278227681,0.282,0.24,1.797867478255955e-57,9,ASH1L
6.309930113905269e-62,0.37255012270395815,0.332,0.307,2.1162243616015492e-57,9,ABI1
2.954598631467049e-61,0.3525622998004432,0.36,0.343,9.909132890214189e-57,9,KIF5B
4.27315427990932e-61,0.3980884757171901,0.329,0.305,1.4331304823959877e-56,9,EIF4A1
6.955900474750794e-61,0.3398813719123299,0.456,0.477,2.3328699012219214e-56,9,TMC8
7.133751198810077e-61,0.33447168587636344,0.438,0.448,2.3925174770569237e-56,9,CD47
1.2274134419061073e-60,0.2645157426707865,0.625,0.731,4.116499201464702e-56,9,CDC42
1.4772767728034596e-60,0.36232918531263103,0.307,0.276,4.954490840628242e-56,9,UBQLN1
2.1310795582632022e-60,0.3589388855441629,0.257,0.212,7.147214622503127e-56,9,STAG2
6.304628745739977e-60,0.3073175237900361,0.552,0.591,2.1144463887462737e-55,9,CLEC2B
1.3125709883885889e-59,0.37695689985373626,0.289,0.249,4.402100580857649e-55,9,BDP1
1.785330141388753e-59,0.3321947816856038,0.465,0.491,5.9876402281896e-55,9,HP1BP3
2.44748029254072e-59,0.3389805167966422,0.289,0.235,8.208359405123067e-55,9,HLA-DRB5
2.4729383024615763e-59,0.33538895704028127,0.376,0.364,8.293740478795634e-55,9,SCAMP2
4.9384664872486755e-59,0.30187442393754593,0.508,0.559,1.6562628904934607e-54,9,LAMP1
3.198517311335117e-58,0.3628901483479171,0.44,0.449,1.0727187358755715e-53,9,KLF3
3.948952240720937e-58,0.31742491805167206,0.389,0.369,1.324399602492988e-53,9,SPN
4.1153788424933604e-58,0.3282787089143755,0.442,0.456,1.3802157561954232e-53,9,ETS1
8.110476558723534e-58,0.3565982259637215,0.33,0.297,2.720091628264699e-53,9,DNAJC1
1.4148031945322557e-57,0.33523692706734004,0.277,0.236,4.744966953822279e-53,9,NRDC
1.672623994643651e-57,0.3536327040002073,0.368,0.358,5.609646353235877e-53,9,SRSF4
2.569464705050965e-57,0.3204296445654252,0.475,0.506,8.617470727799927e-53,9,RASAL3
3.001874021485308e-57,0.3846115620125823,0.333,0.297,1.0067685093257425e-52,9,STAT1
4.280851221515053e-57,0.3735900589851153,0.336,0.315,1.4357118826717186e-52,9,YTHDC1
1.3455900933347004e-56,0.3649530704394339,0.306,0.276,4.5128400550259184e-52,9,HECTD1
1.7969389661771365e-56,0.34118102172481624,0.305,0.273,6.0265739047648806e-52,9,PTPN1
2.8966528108238283e-56,0.3605823375574013,0.269,0.227,9.714794196940955e-52,9,DDIT3
3.647584951430726e-56,0.318786587261886,0.428,0.422,1.223327041010837e-51,9,PTP4A1
7.293612528158908e-56,0.38634897619534647,0.397,0.398,2.4461317696939346e-51,9,TPR
9.352204122445659e-56,0.3448071901845756,0.357,0.34,3.136542218585825e-51,9,SYNRG
1.096470755742364e-54,0.3887525640925813,0.294,0.262,3.67734362060874e-50,9,PAG1
1.9416007039387476e-54,0.3269187355880373,0.388,0.378,6.511740440869771e-50,9,CFLAR
4.5457126156522856e-54,0.295068509885287,0.526,0.582,1.5245410970374635e-49,9,RBL2
9.212515398678588e-54,0.2769433619346522,0.542,0.627,3.0896934144088247e-49,9,SF3B2
1.0061961974690714e-53,0.35586016266838927,0.294,0.262,3.3745808070717716e-49,9,SECISBP2
1.294635135038132e-53,0.32043079965815746,0.427,0.439,4.3419473158908876e-49,9,CDC42SE1
1.5544707043551875e-53,0.3191807072297609,0.275,0.235,5.213383848266428e-49,9,SENP6
1.9831811041944623e-53,0.3522435146654157,0.312,0.285,6.651192787247388e-49,9,CYLD
2.7568079425490807e-53,0.3378247327616387,0.336,0.314,9.245782477721106e-49,9,TGOLN2
2.0417914356815313e-52,0.3292237582654216,0.26,0.221,6.84776011698872e-48,9,PHC3
2.3150193501941747e-52,0.32125739096110917,0.481,0.521,7.764111896681223e-48,9,MAP1LC3B
4.600718183266504e-52,0.3792153343260829,0.379,0.382,1.5429888643039203e-47,9,PHF1
1.1221644416969157e-51,0.34867134586745363,0.319,0.297,3.763515104563116e-47,9,ATXN2L
2.3834735034476873e-51,0.3578908965671596,0.259,0.219,7.993693435862854e-47,9,IQGAP2
3.106090518148539e-50,0.34111446175396565,0.285,0.255,1.041720637976657e-45,9,SEC61A1
1.563388372702757e-49,0.3343328561982555,0.267,0.23,5.2432919243705063e-45,9,TTC14
2.4299237733010624e-49,0.3676191044483804,0.329,0.308,8.149478350897103e-45,9,SRRT
2.5391096294792786e-49,0.35733735321333604,0.267,0.231,8.515665875347604e-45,9,ZBTB20
4.280191099186058e-49,0.38963559441513274,0.429,0.456,1.4354904908450202e-44,9,CD5
1.5606345876409552e-48,0.3293505123586621,0.314,0.285,5.234056280030236e-44,9,ZBTB38
6.468157361975549e-48,0.34362564724632844,0.26,0.227,2.1692906160593595e-43,9,RRP1B
7.88483515141319e-48,0.37236081068029436,0.278,0.243,2.6444160130809558e-43,9,CLDND1
1.2450140201132954e-47,0.38130019463848897,0.316,0.292,4.17552802065597e-43,9,PDE3B
2.605420620295054e-47,0.27647056037280526,0.542,0.621,8.738059676345553e-43,9,CDC37
9.079690275996936e-47,0.35834148144882716,0.305,0.285,3.045146524763852e-42,9,SUPT5H
3.570318426178099e-46,0.32462565816416267,0.346,0.341,1.1974133937716106e-41,9,CCDC12
4.6075680588389746e-45,0.33031434110490243,0.324,0.298,1.5452861755734152e-40,9,HIST1H1C
1.829847418415123e-44,0.3307104160074562,0.264,0.231,6.1369422718806396e-40,9,CCND2
3.1572623714292013e-44,0.31598236717084927,0.373,0.37,1.0588826541299256e-39,9,PXN
4.510135209933692e-44,0.3736255532561542,0.329,0.321,1.5126091467075618e-39,9,CNOT2
5.966572335225405e-44,0.2794814276248466,0.419,0.419,2.0010690297878962e-39,9,SAMD3
7.55451062893217e-44,0.3311625177338877,0.498,0.55,2.5336317747312713e-39,9,ARHGAP15
3.536715917995888e-43,0.332263506114294,0.347,0.342,1.186143784577461e-38,9,TMED4
3.951708291550348e-43,0.33327574228358947,0.262,0.234,1.3253239268201558e-38,9,LMBRD1
1.9183652864450844e-42,0.3173473169923248,0.264,0.234,6.433813497679524e-38,9,TPP1
2.7048835723872615e-42,0.3234904578103929,0.388,0.408,9.071638525072398e-38,9,STRAP
3.1354445420620547e-42,0.26605903233761796,0.58,0.654,1.0515653905167719e-37,9,CD2
3.2482602130288214e-42,0.3273061288878367,0.255,0.223,1.089401510245606e-37,9,TNIK
6.559236089713619e-42,0.2614143064074448,0.484,0.477,2.1998365997681537e-37,9,HLA-DPA1
8.557974450233367e-42,0.3091168087737389,0.465,0.514,2.870173471119267e-37,9,SP100
1.7624554108313392e-41,0.34030205608552755,0.328,0.317,5.910922956846145e-37,9,SLTM
2.380697510583551e-41,0.29274760358247853,0.472,0.526,7.984383310995114e-37,9,KHDRBS1
2.679675612754785e-41,0.32750880433751184,0.381,0.396,8.987096070056998e-37,9,RAB2A
3.9390096406735546e-41,0.33564587419045855,0.358,0.365,1.3210650532890967e-36,9,PPP2CA
5.255112088811098e-41,0.3339707392384798,0.256,0.227,1.762459492345466e-36,9,ELF2
6.890691384144784e-41,0.3354613817636687,0.337,0.333,2.3110000764144778e-36,9,GPBP1
2.162124221423852e-40,0.3274588163055343,0.33,0.321,7.251332213811315e-36,9,ZNF800
3.2811666702841974e-40,0.25076459934984996,0.649,0.726,1.1004376778799142e-35,9,MT-ND6
1.4261019803186968e-39,0.33803966916806616,0.255,0.228,4.7828608215928454e-35,9,PPP1CB
1.590972317708061e-39,0.3646938985941752,0.362,0.355,5.335802959129294e-35,9,ABLIM1
3.984997137887613e-39,0.3013370147968072,0.389,0.395,1.3364883401047477e-34,9,OPTN
6.370521756139897e-39,0.32229741304419024,0.263,0.239,2.1365455865741986e-34,9,COQ10B
6.968656194214793e-39,0.33185180966250893,0.305,0.293,2.3371479144157574e-34,9,RAB14
8.273252704158201e-39,0.32837519295911005,0.267,0.244,2.7746834919205776e-34,9,CLINT1
1.252911334952891e-37,0.31623727352149056,0.419,0.453,4.202014035165006e-33,9,NSD3
2.057591497476348e-37,0.32406252060923424,0.279,0.256,6.900750364236176e-33,9,PTPN7
2.3324463268757896e-37,0.3073680261186901,0.362,0.371,7.822558491076024e-33,9,CSNK1A1
4.142873470093483e-37,0.33772273399422004,0.251,0.225,1.389436904399952e-32,9,DNAJB9
7.708888981331447e-37,0.3030336675928271,0.27,0.246,2.585407186558941e-32,9,PDCD6IP
1.1794646701014535e-36,0.3033662201563977,0.322,0.316,3.955688610586255e-32,9,MOB1A
1.9600984740031294e-36,0.3185285569209916,0.34,0.336,6.573778262111696e-32,9,TRIM22
2.2777659733227737e-36,0.2510058569833322,0.363,0.336,7.639171521329918e-32,9,SERTAD1
2.1601916326333083e-35,0.3108162172397624,0.28,0.265,7.244850697525589e-31,9,SAP30BP
2.938094788000477e-34,0.3072238242521571,0.253,0.23,9.853782299996e-30,9,CGGBP1
6.161113217025252e-34,0.31854492850843674,0.313,0.309,2.066314150725929e-29,9,DNTTIP2
6.371345449243022e-34,0.303584594483319,0.323,0.316,2.1368218367671247e-29,9,TAOK3
7.177189134800373e-34,0.2978269032909783,0.381,0.41,2.407085692029349e-29,9,ATP6AP2
7.396245668910495e-34,0.30194423188389663,0.322,0.309,2.4805528724392018e-29,9,TUBB4B
2.9280687271405663e-33,0.3222738431190405,0.265,0.247,9.820156897084032e-29,9,CIR1
4.726774212191856e-33,0.29227819429412194,0.407,0.44,1.5852655352849046e-28,9,THRAP3
1.1528036351656874e-32,0.29956103398319633,0.369,0.386,3.8662728316186825e-28,9,ZNF207
2.4877152633261357e-32,0.3297679192235784,0.339,0.343,8.343299450143193e-28,9,BAZ1A
1.2542355640061183e-31,0.4061559866474016,0.323,0.315,4.20645523456372e-27,9,H1FX
3.7978216484743015e-31,0.31466793462419684,0.323,0.326,1.2737134244653112e-26,9,FBXO7
4.6762989828685185e-31,0.2994045506543994,0.322,0.318,1.5683371528744437e-26,9,NFATC3
5.235671737912211e-31,0.29756695242854647,0.393,0.424,1.7559395874609973e-26,9,HNRNPR
1.3913622425555414e-30,0.30450442559629276,0.264,0.246,4.6663506890827744e-26,9,JAK3
2.176807271340537e-30,0.29708067840331465,0.389,0.414,7.300576226621894e-26,9,FMNL1
2.5815971842683635e-30,0.3144193113432856,0.279,0.266,8.658160636599238e-26,9,PRRC2B
3.254347113778971e-30,0.28131882963893406,0.37,0.386,1.0914429350191912e-25,9,RASA3
5.629306672613081e-30,0.3030393543227925,0.353,0.365,1.887956871860975e-25,9,ESYT1
1.1944545561535451e-29,0.32627357301289894,0.3,0.295,4.0059616904277594e-25,9,GLUD1
1.944550044459683e-29,0.2736309645166375,0.435,0.493,6.521631939108885e-25,9,EIF4H
1.9568739145192485e-29,0.2731404555038779,0.436,0.48,6.562963734514656e-25,9,ARHGAP30
4.020295004834688e-29,0.2986696454519052,0.334,0.341,1.3483265387214577e-24,9,SEPT2
6.705898613337098e-29,0.2672365581596765,0.479,0.511,2.2490242769409958e-24,9,CITED2
1.0486989641764989e-28,0.33098930487851774,0.38,0.409,3.517126586055142e-24,9,FAM107B
2.0220780556575793e-28,0.2650090931167499,0.478,0.523,6.78164538306439e-24,9,PIK3IP1
4.093729165919213e-28,0.293938749658887,0.27,0.258,1.3729548876659857e-23,9,SEC31A
3.541954983285531e-27,0.2965272914550944,0.395,0.431,1.1879008622943013e-22,9,TMED10
6.308290364820972e-27,0.27199095778138127,0.374,0.394,2.1156744225536576e-22,9,TAF15
2.1144532332852222e-26,0.2740163361238417,0.319,0.314,7.091453253791978e-22,9,ARHGAP25
7.014198040996186e-25,0.2785527512697886,0.401,0.441,2.3524217389893008e-20,9,KPNB1
7.4456973240097525e-25,0.27264121338645586,0.418,0.472,2.4971379685263908e-20,9,RPN2
9.141691296777357e-25,0.28195194988127437,0.255,0.243,3.06594042711319e-20,9,YARS
1.002500205392471e-24,0.2980199837048465,0.253,0.243,3.3621851888452695e-20,9,NGDN
1.0279039030853286e-24,0.28324176300938997,0.392,0.43,3.447384110167575e-20,9,WASF2
1.3714300429374652e-24,0.27752608488374897,0.426,0.484,4.599502078003671e-20,9,DPP7
2.506836730253983e-24,0.295622956352961,0.308,0.312,8.407429025925808e-20,9,CCSER2
2.977326714723314e-24,0.28861939438824435,0.321,0.334,9.98535833583905e-20,9,BNIP2
5.8388215685990466e-24,0.31326104093008256,0.261,0.249,1.9582239776767484e-19,9,INPP4B
9.48871133325418e-24,0.2714646082155081,0.386,0.419,3.1823240069467866e-19,9,CD164
1.3854885359653307e-23,0.27966997661994364,0.26,0.251,4.646651451920526e-19,9,WAPL
2.71757311961447e-23,0.284279881150569,0.319,0.326,9.114196728563008e-19,9,ZRANB2
2.8312702773511246e-23,0.32111927235030524,0.322,0.331,9.495514256180201e-19,9,SNHG15
3.672217542701587e-23,0.30759957498695645,0.322,0.334,1.2315883194712583e-18,9,SEMA4D
4.655780423022775e-23,0.28784203839203404,0.318,0.328,1.5614556382733782e-18,9,CTSS
6.355617530862565e-23,0.30173028062857843,0.26,0.253,2.131547007500687e-18,9,RNF216
1.248844042498309e-22,0.27500445388988803,0.418,0.473,4.188373149730829e-18,9,TRAM1
4.952841275867911e-22,0.3032895210737668,0.262,0.26,1.66108390710058e-17,9,WBP11
6.426569413304676e-22,0.2819068716419384,0.299,0.302,2.1553428498341223e-17,9,BRWD1
7.430308432371687e-22,0.27464278885998306,0.261,0.253,2.4919768420488164e-17,9,LASP1
9.387949643237468e-22,0.2849422625062805,0.34,0.361,3.1485305513489817e-17,9,SNRNP70
1.0380261890986003e-21,0.28454109603466093,0.318,0.329,3.4813322329988856e-17,9,ZFAND5
1.1814895933252894e-21,0.2939148914913855,0.28,0.278,3.9624797980943555e-17,9,PRNP
3.70874690397957e-21,0.26229850507149777,0.3,0.302,1.2438395366566681e-16,9,MRPL10
8.221068756317613e-21,0.28777380335727054,0.374,0.413,2.757182039493801e-16,9,IK
1.1081540417677405e-20,0.25706425601578897,0.34,0.356,3.716527025280648e-16,9,PTPN4
1.3062375734623924e-19,0.27747598798471995,0.445,0.522,4.380859573878172e-15,9,MTDH
7.144259657021833e-19,0.2904918920812085,0.28,0.281,2.3960418037719823e-14,9,BBX
1.4258713230640454e-18,0.27003284330125543,0.252,0.246,4.7820872432921954e-14,9,PPP4R3B
4.773527798899099e-18,0.27701724470080114,0.371,0.406,1.60094575319478e-13,9,HMGB2
5.8020639543453e-18,0.2946511107911626,0.331,0.356,1.9458962090083265e-13,9,U2SURP
1.3003126872932293e-17,0.27338221566467535,0.273,0.274,4.3609886906440324e-13,9,NEMF
1.9777352932597213e-17,0.26717818272176685,0.264,0.263,6.632928626534454e-13,9,SPCS3
4.744832113518951e-17,0.3166667558235834,0.344,0.377,1.5913217942319857e-12,9,KTN1
6.442375004240523e-17,0.28948461680728554,0.325,0.348,2.1606437289221864e-12,9,RSF1
1.998415491540282e-16,0.2958917620519306,0.256,0.256,6.7022858755277975e-12,9,LENG8
8.313397474747216e-16,0.26879533708737346,0.314,0.334,2.7881472450807212e-11,9,PRPF40A
1.042669638140865e-15,0.25516750119572407,0.3,0.314,3.496905432396833e-11,9,TIAL1
1.2294033226893897e-15,0.26233916374470334,0.4,0.462,4.123172863635675e-11,9,ATP1A1
4.9708882619561014e-15,0.283259363718835,0.267,0.274,1.6671365052948372e-10,9,CDK5RAP3
9.312297082700468e-15,0.2743651894557164,0.29,0.305,3.123158195596083e-10,9,SURF4
1.2231496251279027e-14,0.26878600032954114,0.26,0.265,4.10219921275396e-10,9,SNRPA1
1.3499797519949336e-14,0.27064296371931873,0.297,0.314,4.527562092240608e-10,9,SDHA
